id,name,metabolites,lower_bound,upper_bound,gene_reaction_rule,annotation,notes,objective_coefficient
GALUi,UTP-glucose-1-phosphate uridylyltransferase (irreversible),"OrderedDict([('g1p_c', -1.0), ('h_c', -1.0), ('ppi_c', 1.0), ('udpg_c', 1.0), ('utp_c', -1.0)])",0.0,1000.0,b1236,"OrderedDict([('bigg.reaction', 'GALUi'), ('biocyc', 'META:GLUC1PURIDYLTRANS-RXN'), ('ec-code', ['2.7.7.64', '2.7.7.9']), ('kegg.reaction', 'R00289'), ('metanetx.reaction', 'MNXR100022'), ('rhea', ['19889', '19890', '19891', '19892']), ('sbo', 'SBO:0000375')])",,
U23GAAT,UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase,"OrderedDict([('3hmrsACP_c', -1.0), ('ACP_c', 1.0), ('h_c', 1.0), ('u23ga_c', 1.0), ('u3hga_c', -1.0)])",0.0,1000.0,b0179,"OrderedDict([('bigg.reaction', 'U23GAAT'), ('biocyc', 'META:UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN'), ('ec-code', '2.3.1.191'), ('kegg.reaction', 'R04550'), ('metanetx.reaction', 'MNXR105007'), ('sbo', 'SBO:0000375')])",,
UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase","OrderedDict([('26dap__M_c', -1.0), ('adp_c', 1.0), ('atp_c', -1.0), ('h_c', 1.0), ('pi_c', 1.0), ('uamag_c', -1.0), ('ugmd_c', 1.0)])",0.0,1000.0,b0085,"OrderedDict([('bigg.reaction', 'UAAGDS'), ('ec-code', '6.3.2.13'), ('metanetx.reaction', 'MNXR105013'), ('sbo', 'SBO:0000375')])",,
UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,"OrderedDict([('adp_c', 1.0), ('ala__L_c', -1.0), ('atp_c', -1.0), ('h_c', 1.0), ('pi_c', 1.0), ('uama_c', 1.0), ('uamr_c', -1.0)])",0.0,1000.0,b0091,"OrderedDict([('bigg.reaction', 'UAMAS'), ('biocyc', 'META:UDP-NACMUR-ALA-LIG-RXN'), ('ec-code', '6.3.2.8'), ('kegg.reaction', 'R03193'), ('metanetx.reaction', 'MNXR105039'), ('rhea', ['23372', '23373', '23374', '23375']), ('sbo', 'SBO:0000375')])",,
UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('glu__D_c', -1.0), ('h_c', 1.0), ('pi_c', 1.0), ('uama_c', -1.0), ('uamag_c', 1.0)])",0.0,1000.0,b0088,"OrderedDict([('bigg.reaction', 'UAMAGS'), ('biocyc', 'META:UDP-NACMURALA-GLU-LIG-RXN'), ('ec-code', '6.3.2.9'), ('kegg.reaction', 'R02783'), ('metanetx.reaction', 'MNXR105038'), ('rhea', ['16429', '16430', '16431', '16432']), ('sbo', 'SBO:0000375')])",,
UGLYCH,Ureidoglycolate hydrolase,"OrderedDict([('co2_c', 1.0), ('glx_c', 1.0), ('h2o_c', -1.0), ('h_c', -2.0), ('nh4_c', 2.0), ('urdglyc_c', -1.0)])",0.0,1000.0,b0505,"OrderedDict([('bigg.reaction', 'UGLYCH'), ('biocyc', 'META:UREIDOGLYCOLATE-HYDROLASE-RXN'), ('ec-code', ['3.5.1.116', '3.5.3.19']), ('kegg.reaction', 'R00469'), ('metanetx.reaction', 'MNXR105091'), ('rhea', ['19809', '19810', '19811', '19812']), ('sbo', 'SBO:0000375')])",,
OP4ENH,2-oxopent-4-enoate hydratase,"OrderedDict([('4h2opntn_c', 1.0), ('h2o_c', -1.0), ('op4en_c', -1.0)])",0.0,1000.0,b0350,"OrderedDict([('bigg.reaction', 'OP4ENH'), ('ec-code', '4.2.1.80'), ('kegg.reaction', 'R02601'), ('metanetx.reaction', 'MNXR102198'), ('sbo', 'SBO:0000375')])",,
HOPNTAL,4-hydroxy-2-oxopentanoate aldolase,"OrderedDict([('4h2opntn_c', -1.0), ('acald_c', 1.0), ('pyr_c', 1.0)])",0.0,1000.0,b0352,"OrderedDict([('bigg.reaction', 'HOPNTAL'), ('ec-code', ['4.1.2.-', '4.1.2.n4', '4.1.3.39']), ('kegg.reaction', 'R00750'), ('metanetx.reaction', 'MNXR100679'), ('sbo', 'SBO:0000375')])",,
3HPPPNH,3-(3-hydroxy-phenyl)propionate hydroxylase,"OrderedDict([('3hpppn_c', -1.0), ('dhpppn_c', 1.0), ('h2o_c', 1.0), ('h_c', -1.0), ('nad_c', 1.0), ('nadh_c', -1.0), ('o2_c', -1.0)])",0.0,1000.0,b0347,"OrderedDict([('bigg.reaction', '3HPPPNH'), ('biocyc', 'META:MHPHYDROXY-RXN'), ('ec-code', '1.14.13.127'), ('kegg.reaction', 'R06786'), ('metanetx.reaction', 'MNXR94903'), ('rhea', ['24785', '24786', '24787', '24788']), ('sbo', 'SBO:0000375')])",,
AKGDH,2-Oxogluterate dehydrogenase,"OrderedDict([('akg_c', -1.0), ('co2_c', 1.0), ('coa_c', -1.0), ('nad_c', -1.0), ('nadh_c', 1.0), ('succoa_c', 1.0)])",0.0,1000.0,b0116 and b0727 and b0726,"OrderedDict([('bigg.reaction', 'AKGDH'), ('biocyc', 'META:2OXOGLUTARATEDEH-RXN'), ('ec-code', ['1.2.1.52', '1.2.4.2', '1.8.1.4', '2.3.1.61']), ('kegg.reaction', 'R08549'), ('metanetx.reaction', 'MNXR95655'), ('rhea', ['27786', '27787', '27788', '27789']), ('sbo', 'SBO:0000375')])",,
HPYRRx_num1,Hydroxypyruvate reductase (NADH),"OrderedDict([('glyc__R_c', 1.0), ('h_c', -1.0), ('hpyr_c', -1.0), ('nad_c', 1.0), ('nadh_c', -1.0)])",0.0,1000.0,b1033,"OrderedDict([('bigg.reaction', 'HPYRRx'), ('biocyc', 'META:GLYCERATE-DEHYDROGENASE-RXN'), ('ec-code', ['1.1.1.26', '1.1.1.29', '1.1.1.81']), ('kegg.reaction', 'R01388'), ('metanetx.reaction', 'MNXR100325'), ('rhea', ['17905', '17906', '17907', '17908']), ('sbo', 'SBO:0000375')])",,
GLYCDx,Glycerol dehydrogenase,"OrderedDict([('dha_c', 1.0), ('glyc_c', -1.0), ('h_c', 1.0), ('nad_c', -1.0), ('nadh_c', 1.0)])",0.0,1000.0,b3945,"OrderedDict([('bigg.reaction', 'GLYCDx'), ('biocyc', 'META:GLYCDEH-RXN'), ('ec-code', '1.1.1.6'), ('kegg.reaction', 'R01034'), ('metanetx.reaction', 'MNXR100326'), ('rhea', ['13769', '13770', '13771', '13772']), ('sbo', 'SBO:0000375')])",,
ASP1DC,Aspartate 1-decarboxylase,"OrderedDict([('ala_B_c', 1.0), ('asp__L_c', -1.0), ('co2_c', 1.0), ('h_c', -1.0)])",0.0,1000.0,b0131,"OrderedDict([('bigg.reaction', 'ASP1DC'), ('biocyc', 'META:ASPDECARBOX-RXN'), ('ec-code', ['4.1.1.11', '4.1.1.15']), ('kegg.reaction', 'R00489'), ('metanetx.reaction', 'MNXR96077'), ('rhea', ['19497', '19498', '19499', '19500']), ('sbo', 'SBO:0000375')])",,
UGMDDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase","OrderedDict([('adp_c', 1.0), ('alaala_c', -1.0), ('atp_c', -1.0), ('h_c', 1.0), ('pi_c', 1.0), ('ugmd_c', -1.0), ('ugmda_c', 1.0)])",0.0,1000.0,b0086,"OrderedDict([('bigg.reaction', 'UGMDDS'), ('ec-code', '6.3.2.10'), ('metanetx.reaction', 'MNXR105094'), ('sbo', 'SBO:0000375')])",,
UHGADA,UDP-3-O-acetylglucosamine deacetylase,"OrderedDict([('ac_c', 1.0), ('h2o_c', -1.0), ('u3aga_c', -1.0), ('u3hga_c', 1.0)])",0.0,1000.0,b0096,"OrderedDict([('bigg.reaction', 'UHGADA'), ('biocyc', 'META:UDPACYLGLCNACDEACETYL-RXN'), ('ec-code', '3.5.1.108'), ('kegg.reaction', 'R04587'), ('metanetx.reaction', 'MNXR105110'), ('rhea', ['25209', '25210', '25211', '25212']), ('sbo', 'SBO:0000375')])",,
UAGAAT,UDP-N-acetylglucosamine acyltransferase,"OrderedDict([('3hmrsACP_c', -1.0), ('ACP_c', 1.0), ('u3aga_c', 1.0), ('uacgam_c', -1.0)])",0.0,1000.0,b1094 and b0181,"OrderedDict([('bigg.reaction', 'UAGAAT'), ('biocyc', 'META:UDPNACETYLGLUCOSAMACYLTRANS-RXN'), ('ec-code', '2.3.1.129'), ('kegg.reaction', 'R04567'), ('metanetx.reaction', 'MNXR105028'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'UAGAAT_reverse')])",
ATPPRT,ATP phosphoribosyltransferase,"OrderedDict([('atp_c', -1.0), ('ppi_c', 1.0), ('prbatp_c', 1.0), ('prpp_c', -1.0)])",0.0,1000.0,b2019,"OrderedDict([('bigg.reaction', 'ATPPRT'), ('biocyc', 'META:ATPPHOSPHORIBOSYLTRANS-RXN'), ('ec-code', '2.4.2.17'), ('kegg.reaction', 'R01071'), ('metanetx.reaction', 'MNXR96132'), ('rhea', ['18473', '18474', '18475', '18476']), ('sbo', 'SBO:0000375')])",,
HISTD,Histidinol dehydrogenase,"OrderedDict([('h2o_c', -1.0), ('h_c', 3.0), ('his__L_c', 1.0), ('histd_c', -1.0), ('nad_c', -2.0), ('nadh_c', 2.0)])",0.0,1000.0,b2020,"OrderedDict([('bigg.reaction', 'HISTD'), ('biocyc', 'META:RXN-8001'), ('ec-code', '1.1.1.23'), ('kegg.reaction', 'R01158'), ('metanetx.reaction', 'MNXR100587'), ('rhea', ['20641', '20642', '20643', '20644']), ('sbo', 'SBO:0000375')])",,
IGPDH,Imidazoleglycerol-phosphate dehydratase,"OrderedDict([('eig3p_c', -1.0), ('h2o_c', 1.0), ('imacp_c', 1.0)])",0.0,1000.0,b2022,"OrderedDict([('bigg.reaction', 'IGPDH'), ('biocyc', 'META:IMIDPHOSDEHYD-RXN'), ('ec-code', '4.2.1.19'), ('kegg.reaction', 'R03457'), ('metanetx.reaction', 'MNXR100813'), ('rhea', ['11040', '11041', '11042', '11043']), ('sbo', 'SBO:0000375')])",,
PRPPS,Phosphoribosylpyrophosphate synthetase,"OrderedDict([('amp_c', 1.0), ('atp_c', -1.0), ('h_c', 1.0), ('prpp_c', 1.0), ('r5p_c', -1.0)])",0.0,1000.0,b1207,"OrderedDict([('bigg.reaction', 'PRPPS'), ('ec-code', '2.7.6.1'), ('metanetx.reaction', 'MNXR103215'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'PRPPS_reverse')])",
PRATPP,Phosphoribosyl-ATP pyrophosphatase,"OrderedDict([('h2o_c', -1.0), ('h_c', 1.0), ('ppi_c', 1.0), ('prbamp_c', 1.0), ('prbatp_c', -1.0)])",0.0,1000.0,b2026,"OrderedDict([('bigg.reaction', 'PRATPP'), ('biocyc', 'META:HISTPRATPHYD-RXN'), ('ec-code', '3.6.1.31'), ('kegg.reaction', 'R04035'), ('metanetx.reaction', 'MNXR103155'), ('rhea', ['22828', '22829', '22830', '22831']), ('sbo', 'SBO:0000375')])",,
PRMICI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,"OrderedDict([('prfp_c', -1.0), ('prlp_c', 1.0)])",0.0,1000.0,b2024,"OrderedDict([('bigg.reaction', 'PRMICI'), ('biocyc', 'META:PRIBFAICARPISOM-RXN'), ('ec-code', '5.3.1.16'), ('kegg.reaction', 'R04640'), ('metanetx.reaction', 'MNXR103169'), ('rhea', ['15469', '15470', '15471', '15472']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'PRMICI_reverse')])",
SERAT,Serine O-acetyltransferase,"OrderedDict([('accoa_c', -1.0), ('acser_c', 1.0), ('coa_c', 1.0), ('ser__L_c', -1.0)])",0.0,1000.0,b3607,"OrderedDict([('bigg.reaction', 'SERAT'), ('biocyc', 'META:SERINE-O-ACETTRAN-RXN'), ('ec-code', '2.3.1.30'), ('kegg.reaction', 'R00586'), ('metanetx.reaction', 'MNXR104275'), ('rhea', ['24560', '24561', '24562', '24563']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'SERAT_reverse')])",
CYSS_num1,Cysteine synthase,"OrderedDict([('ac_c', 1.0), ('acser_c', -1.0), ('cys__L_c', 1.0), ('h2s_c', -1.0), ('h_c', 1.0)])",0.0,1000.0,b2421,"OrderedDict([('bigg.reaction', 'CYSS'), ('biocyc', 'META:ACSERLY-RXN'), ('ec-code', ['2.5.1.47', '2.5.1.65']), ('kegg.reaction', 'R00897'), ('metanetx.reaction', 'MNXR97007'), ('rhea', ['14829', '14830', '14831', '14832']), ('sbo', 'SBO:0000375')])",,
BPNT,"3',5'-bisphosphate nucleotidase","OrderedDict([('amp_c', 1.0), ('h2o_c', -1.0), ('pap_c', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b4214,"OrderedDict([('bigg.reaction', 'BPNT'), ('biocyc', 'META:325-BISPHOSPHATE-NUCLEOTIDASE-RXN'), ('ec-code', ['3.1.3.7', '3.1.3.97']), ('kegg.reaction', 'R00188'), ('metanetx.reaction', 'MNXR96321'), ('rhea', ['10040', '10041', '10042', '10043']), ('sbo', 'SBO:0000375')])",,
PAPSR_num1,Phosphoadenylyl-sulfate reductase (thioredoxin),"OrderedDict([('h_c', 2.0), ('pap_c', 1.0), ('paps_c', -1.0), ('so3_c', 1.0), ('trdox_c', 1.0), ('trdrd_c', -1.0)])",0.0,1000.0,b2582 and b2762,"OrderedDict([('bigg.reaction', 'PAPSR'), ('biocyc', 'META:1.8.4.8-RXN'), ('ec-code', '1.8.4.8'), ('kegg.reaction', 'R02021'), ('metanetx.reaction', 'MNXR102376'), ('sbo', 'SBO:0000375')])",,
ASPK_num1,Aspartate kinase,"OrderedDict([('4pasp_c', 1.0), ('adp_c', 1.0), ('asp__L_c', -1.0), ('atp_c', -1.0)])",0.0,1000.0,b3940,"OrderedDict([('bigg.reaction', 'ASPK'), ('biocyc', 'META:ASPARTATEKIN-RXN'), ('ec-code', '2.7.2.4'), ('kegg.reaction', 'R00480'), ('metanetx.reaction', 'MNXR96085'), ('rhea', ['23776', '23777', '23778', '23779']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'ASPK_reverse')])",
ASAD,Aspartate-semialdehyde dehydrogenase,"OrderedDict([('4pasp_c', 1.0), ('aspsa_c', -1.0), ('h_c', 1.0), ('nadp_c', -1.0), ('nadph_c', 1.0), ('pi_c', -1.0)])",0.0,1000.0,b3433,"OrderedDict([('bigg.reaction', 'ASAD'), ('biocyc', 'META:ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN'), ('ec-code', '1.2.1.11'), ('kegg.reaction', 'R02291'), ('metanetx.reaction', 'MNXR96039'), ('rhea', ['24284', '24285', '24286', '24287']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'ASAD_reverse')])",
DAPDC,Diaminopimelate decarboxylase,"OrderedDict([('26dap__M_c', -1.0), ('co2_c', 1.0), ('h_c', -1.0), ('lys__L_c', 1.0)])",0.0,1000.0,b2838,"OrderedDict([('bigg.reaction', 'DAPDC'), ('biocyc', 'META:DIAMINOPIMDECARB-RXN'), ('ec-code', '4.1.1.20'), ('kegg.reaction', 'R00451'), ('metanetx.reaction', 'MNXR97141'), ('rhea', ['15101', '15102', '15103', '15104']), ('sbo', 'SBO:0000375')])",,
EX_mmet_e,S-Methyl-L-methionine exchange,"OrderedDict([('mmet_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'mmet'), ('sbo', 'SBO:0000627')])",,
METAT,Methionine adenosyltransferase,"OrderedDict([('amet_c', 1.0), ('atp_c', -1.0), ('h2o_c', -1.0), ('met__L_c', -1.0), ('pi_c', 1.0), ('ppi_c', 1.0)])",0.0,1000.0,b2942,"OrderedDict([('bigg.reaction', 'METAT'), ('biocyc', 'META:S-ADENMETSYN-RXN'), ('ec-code', '2.5.1.6'), ('kegg.reaction', 'R00177'), ('metanetx.reaction', 'MNXR101407'), ('rhea', ['21080', '21081', '21082', '21083']), ('sbo', 'SBO:0000375')])",,
ASCBPL,L-ascorbate 6-phosphate lactonase,"OrderedDict([('3dhgulnp_c', 1.0), ('ascb6p_c', -1.0), ('h2o_c', -1.0), ('h_c', 1.0)])",0.0,1000.0,b4192,"OrderedDict([('bigg.reaction', 'ASCBPL'), ('biocyc', 'META:RXN0-5214'), ('ec-code', '3.1.1.-'), ('kegg.reaction', 'R07677'), ('metanetx.reaction', 'MNXR96045'), ('rhea', ['28803', '28804', '28805', '28806']), ('sbo', 'SBO:0000375')])",,
ACBIPGT,Adenosyl cobinamide phosphate guanyltransferase,"OrderedDict([('adocbip_c', -1.0), ('agdpcbi_c', 1.0), ('gtp_c', -1.0), ('h_c', -1.0), ('ppi_c', 1.0)])",0.0,1000.0,b1993,"OrderedDict([('bigg.reaction', 'ACBIPGT'), ('biocyc', 'META:COBINPGUANYLYLTRANS-RXN'), ('ec-code', '2.7.7.62'), ('kegg.reaction', 'R05222'), ('metanetx.reaction', 'MNXR95216'), ('rhea', ['22712', '22713', '22714', '22715']), ('sbo', 'SBO:0000375')])",,
ADOCBLS,Adenosylcobalamin 5'-phosphate synthase,"OrderedDict([('adocbl_c', 1.0), ('agdpcbi_c', -1.0), ('gmp_c', 1.0), ('h_c', 1.0), ('rdmbzi_c', -1.0)])",0.0,1000.0,b1992,"OrderedDict([('bigg.reaction', 'ADOCBLS'), ('biocyc', 'META:COBALAMINSYN-RXN'), ('ec-code', '2.7.8.26'), ('kegg.reaction', 'R05223'), ('metanetx.reaction', 'MNXR95469'), ('sbo', 'SBO:0000375')])",,
ADOCBIK,Adenosyl cobinamide kinase,"OrderedDict([('adocbi_c', -1.0), ('adocbip_c', 1.0), ('adp_c', 1.0), ('atp_c', -1.0), ('h_c', 1.0)])",0.0,1000.0,b1993,"OrderedDict([('bigg.reaction', 'ADOCBIK'), ('biocyc', 'META:COBINAMIDEKIN-RXN'), ('ec-code', '2.7.1.156'), ('kegg.reaction', 'R05221'), ('metanetx.reaction', 'MNXR95465'), ('sbo', 'SBO:0000375')])",,
TMPK,Thiamine-phosphate kinase,"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('thmmp_c', -1.0), ('thmpp_c', 1.0)])",0.0,1000.0,b0417,"OrderedDict([('bigg.reaction', 'TMPK'), ('biocyc', 'META:THI-P-KIN-RXN'), ('ec-code', '2.7.4.16'), ('kegg.reaction', 'R00617'), ('metanetx.reaction', 'MNXR104907'), ('rhea', ['15913', '15914', '15915', '15916']), ('sbo', 'SBO:0000375')])",,
HPPPNDO,"2,3-dihydroxypheylpropionate 1,2-dioxygenase","OrderedDict([('dhpppn_c', -1.0), ('h_c', 1.0), ('hkndd_c', 1.0), ('o2_c', -1.0)])",0.0,1000.0,b0348,"OrderedDict([('bigg.reaction', 'HPPPNDO'), ('biocyc', 'META:1.13.11.16-RXN'), ('ec-code', '1.13.11.16'), ('kegg.reaction', 'R04376'), ('metanetx.reaction', 'MNXR100695'), ('rhea', ['23840', '23841', '23842', '23843']), ('sbo', 'SBO:0000375')])",,
DHCINDO,"2,3-dihydroxycinnamate 1,2-dioxygenase","OrderedDict([('dhcinnm_c', -1.0), ('h_c', 1.0), ('hkntd_c', 1.0), ('o2_c', -1.0)])",0.0,1000.0,b0348,"OrderedDict([('bigg.reaction', 'DHCINDO'), ('ec-code', '1.13.11.16'), ('kegg.reaction', 'R06788'), ('metanetx.reaction', 'MNXR97379'), ('sbo', 'SBO:0000375')])",,
HKNDDH,"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase","OrderedDict([('h2o_c', -1.0), ('h_c', 1.0), ('hkndd_c', -1.0), ('op4en_c', 1.0), ('succ_c', 1.0)])",0.0,1000.0,b0349,"OrderedDict([('bigg.reaction', 'HKNDDH'), ('biocyc', 'META:MHPCHYDROL-RXN'), ('ec-code', '3.7.1.14'), ('kegg.reaction', 'R02603'), ('metanetx.reaction', 'MNXR100654'), ('rhea', ['24789', '24790', '24791', '24792', '34187', '34188', '34189', '34190']), ('sbo', 'SBO:0000375')])",,
HKNTDH,2-hydroxy-6-ketononotrienedioate hydrolase,"OrderedDict([('fum_c', 1.0), ('h2o_c', -1.0), ('h_c', 1.0), ('hkntd_c', -1.0), ('op4en_c', 1.0)])",0.0,1000.0,b0349,"OrderedDict([('bigg.reaction', 'HKNTDH'), ('ec-code', '3.7.1.14'), ('kegg.reaction', 'R06789'), ('metanetx.reaction', 'MNXR100655'), ('rhea', ['25046', '25047', '25048', '25049']), ('sbo', 'SBO:0000375')])",,
GLYCK2,Glycerate kinase,"OrderedDict([('2pg_c', 1.0), ('adp_c', 1.0), ('atp_c', -1.0), ('glyc__R_c', -1.0), ('h_c', 1.0)])",0.0,1000.0,b3124,"OrderedDict([('bigg.reaction', 'GLYCK2'), ('biocyc', 'META:GKI-RXN'), ('ec-code', ['2.7.1.165', '2.7.1.31']), ('kegg.reaction', 'R08572'), ('metanetx.reaction', 'MNXR100329'), ('rhea', ['27377', '27378', '27379', '27380']), ('sbo', 'SBO:0000375')])",,
ENTCS,Enterochelin synthase,"OrderedDict([('23dhba_c', -3.0), ('amp_c', 6.0), ('enter_c', 1.0), ('h_c', 9.0), ('seramp_c', -3.0)])",0.0,1000.0,b0583,"OrderedDict([('bigg.reaction', 'ENTCS'), ('metanetx.reaction', 'MNXR97933'), ('rhea', ['28566', '28567', '28568', '28569']), ('sbo', 'SBO:0000375')])",,
SULR,Sulfite reductase (NADPH2),"OrderedDict([('h2o_c', 3.0), ('h2s_c', 1.0), ('h_c', -5.0), ('nadp_c', 3.0), ('nadph_c', -3.0), ('so3_c', -1.0)])",0.0,1000.0,b2764 and b2763,"OrderedDict([('bigg.reaction', 'SULR'), ('biocyc', 'META:SULFITE-REDUCT-RXN'), ('ec-code', '1.8.1.2'), ('kegg.reaction', 'R00858'), ('metanetx.reaction', 'MNXR104650'), ('rhea', ['13801', '13802', '13803', '13804']), ('sbo', 'SBO:0000375')])",,
MANPGH,2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase,"OrderedDict([('glyc__R_c', 1.0), ('h2o_c', -1.0), ('man6p_c', 1.0), ('man6pglyc_c', -1.0)])",0.0,1000.0,b0732,"OrderedDict([('bigg.reaction', 'MANPGH'), ('biocyc', 'META:RXN0-5216'), ('ec-code', '3.2.1.170'), ('kegg.reaction', 'R09645'), ('metanetx.reaction', 'MNXR101397'), ('sbo', 'SBO:0000375')])",,
URDGLYCD,Ureidoglycolate dehydrogenase,"OrderedDict([('h_c', 1.0), ('nad_c', -1.0), ('nadh_c', 1.0), ('oxur_c', 1.0), ('urdglyc_c', -1.0)])",0.0,1000.0,b0517,"OrderedDict([('bigg.reaction', 'URDGLYCD'), ('biocyc', 'META:RXN0-7024'), ('ec-code', ['1.1.1.154', '1.1.1.350']), ('kegg.reaction', 'R02935'), ('metanetx.reaction', 'MNXR105152'), ('rhea', ['15329', '15330', '15331', '15332']), ('sbo', 'SBO:0000375')])",,
CBMKr,Carbamate kinase,"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('cbp_c', 1.0), ('co2_c', -1.0), ('h_c', 2.0), ('nh4_c', -1.0)])",0.0,1000.0,b0521,"OrderedDict([('bigg.reaction', 'CBMKr'), ('biocyc', 'META:CARBAMATE-KINASE-RXN'), ('ec-code', '2.7.2.2'), ('kegg.reaction', 'R00150'), ('metanetx.reaction', 'MNXR96482'), ('rhea', ['10152', '10153', '10154', '10155']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'CBMKr_reverse')])",
AMANAPEr,N-acetylmannosamine 6-phosphate epimerase,"OrderedDict([('acgam6p_c', 1.0), ('acmanap_c', -1.0)])",0.0,1000.0,b3223,"OrderedDict([('bigg.reaction', 'AMANAPEr'), ('biocyc', 'META:NANE-RXN'), ('ec-code', '5.1.3.9'), ('kegg.reaction', 'R02087'), ('metanetx.reaction', 'MNXR95804'), ('rhea', ['25257', '25258', '25259', '25260']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'AMANAPEr_reverse')])",
ACM6PH,N-acetylmuramate 6-phosphate hydrolase,"OrderedDict([('acgam6p_c', 1.0), ('acmum6p_c', -1.0), ('h2o_c', -1.0), ('lac__D_c', 1.0)])",0.0,1000.0,b2428,"OrderedDict([('bigg.reaction', 'ACM6PH'), ('ec-code', '4.2.1.126'), ('kegg.reaction', 'R08555'), ('metanetx.reaction', 'MNXR95273'), ('rhea', ['26410', '26411', '26412', '26413']), ('sbo', 'SBO:0000375')])",,
NNATr,Nicotinate-nucleotide adenylyltransferase,"OrderedDict([('atp_c', -1.0), ('dnad_c', 1.0), ('h_c', -1.0), ('nicrnt_c', -1.0), ('ppi_c', 1.0)])",0.0,1000.0,b0639,"OrderedDict([('bigg.reaction', 'NNATr'), ('biocyc', 'META:NICONUCADENYLYLTRAN-RXN'), ('ec-code', ['2.7.7.1', '2.7.7.18']), ('kegg.reaction', 'R03005'), ('metanetx.reaction', 'MNXR101978'), ('rhea', ['22860', '22861', '22862', '22863']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'NNATr_reverse')])",
CYTDH_num1,Cytidine hydrolase,"OrderedDict([('csn_c', 1.0), ('cytd_c', -1.0), ('h2o_c', -1.0), ('rib__D_c', 1.0)])",0.0,1000.0,b0651,"OrderedDict([('bigg.reaction', 'CYTDH'), ('biocyc', 'META:RXN0-361'), ('ec-code', ['3.2.2.3', '3.2.2.8']), ('kegg.reaction', 'R02137'), ('metanetx.reaction', 'MNXR97040'), ('rhea', ['27958', '27959', '27960', '27961']), ('sbo', 'SBO:0000375')])",,
PSERT,Phosphoserine transaminase,"OrderedDict([('3php_c', -1.0), ('akg_c', 1.0), ('glu__L_c', -1.0), ('pser__L_c', 1.0)])",0.0,1000.0,b0907,"OrderedDict([('bigg.reaction', 'PSERT'), ('biocyc', 'META:PSERTRANSAM-RXN'), ('ec-code', '2.6.1.52'), ('kegg.reaction', 'R04173'), ('metanetx.reaction', 'MNXR103225'), ('rhea', ['14329', '14330', '14331', '14332']), ('sbo', 'SBO:0000375')])",,
AIRC2,Phosphoribosylaminoimidazole carboxylase,"OrderedDict([('5caiz_c', 1.0), ('adp_c', 1.0), ('air_c', -1.0), ('atp_c', -1.0), ('h_c', 1.0), ('hco3_c', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b0522,"OrderedDict([('bigg.reaction', 'AIRC2'), ('ec-code', '6.3.4.18'), ('metanetx.reaction', 'MNXR95644'), ('rhea', ['19317', '19318', '19319', '19320']), ('sbo', 'SBO:0000375')])",,
GAPD,Glyceraldehyde-3-phosphate dehydrogenase,"OrderedDict([('13dpg_c', 1.0), ('g3p_c', -1.0), ('h_c', 1.0), ('nad_c', -1.0), ('nadh_c', 1.0), ('pi_c', -1.0)])",0.0,1000.0,b1779,"OrderedDict([('bigg.reaction', 'GAPD'), ('biocyc', 'META:GAPOXNPHOSPHN-RXN'), ('ec-code', ['1.2.1.12', '1.2.1.59']), ('kegg.reaction', 'R01061'), ('metanetx.reaction', 'MNXR100040'), ('rhea', ['10300', '10301', '10302', '10303']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'GAPD_reverse')])",
